0,-5.2,37,2.2,-17.6,0,0,0,Winter,No Holiday,Yes
1,-5.5,38,0.8,-17.6,0,0,0,Winter,No Holiday,Yes
2,-6,39,1,-17.7,0,0,0,Winter,No Holiday,Yes
3,-6.2,40,0.9,-17.6,0,0,0,Winter,No Holiday,Yes
4,-6,36,2.3,-18.6,0,0,0,Winter,No Holiday,Yes
5,-6.4,37,1.5,-18.7,0,0,0,Winter,No Holiday,Yes
6,-6.6,35,1.3,-19.5,0,0,0,Winter,No Holiday,Yes
7,-7.4,38,0.9,-19.3,0,0,0,Winter,No Holiday,Yes
8,-7.6,37,1.1,-19.8,0.01,0,0,Winter,No Holiday,Yes
9,-6.5,27,0.5,-22.4,0.23,0,0,Winter,No Holiday,Yes
10,-3.5,24,1.2,-21.2,0.65,0,0,Winter,No Holiday,Yes
11,-0.5,21,1.3,-20.2,0.94,0,0,Winter,No Holiday,Yes
12,1.7,23,1.4,-17.2,1.11,0,0,Winter,No Holiday,Yes
13,2.4,25,1.6,-15.6,1.16,0,0,Winter,No Holiday,Yes
14,3,26,2,-14.6,1.01,0,0,Winter,No Holiday,Yes
15,2.1,36,3.2,-11.4,0.54,0,0,Winter,No Holiday,Yes
16,1.2,54,4.2,-7,0.24,0,0,Winter,No Holiday,Yes
17,0.8,58,1.6,-6.5,0.08,0,0,Winter,No Holiday,Yes
18,0.6,66,1.4,-5,0,0,0,Winter,No Holiday,Yes
19,0,77,1.7,-3.5,0,0,0,Winter,No Holiday,Yes
20,-0.3,79,1.5,-3.5,0,0,0,Winter,No Holiday,Yes
21,-0.8,81,0.8,-3.6,0,0,0,Winter,No Holiday,Yes
22,-0.9,83,1.5,-3.4,0,0,0,Winter,No Holiday,Yes
23,-1.3,84,1,-3.6,0,0,0,Winter,No Holiday,Yes
0,-1.8,87,1.1,-3.6,0,0,0,Winter,No Holiday,Yes
1,-2.2,86,0.6,-4.2,0,0,0,Winter,No Holiday,Yes
2,-2.9,86,1.5,-4.9,0,0,0,Winter,No Holiday,Yes
3,-3.5,81,2.2,-6.2,0,0,0,Winter,No Holiday,Yes
4,-3.8,79,2,-6.9,0,0,0,Winter,No Holiday,Yes
5,-4,79,1.5,-7.1,0,0,0,Winter,No Holiday,Yes
6,-4.3,82,2.1,-6.9,0,0,0,Winter,No Holiday,Yes
7,-4.4,81,2.5,-7.1,0,0,0,Winter,No Holiday,Yes
8,-4.2,79,2.1,-7.3,0.01,0,0,Winter,No Holiday,Yes
9,-2.9,68,1.6,-7.9,0.3,0,0,Winter,No Holiday,Yes
10,-0.4,57,1.6,-7.8,0.8,0,0,Winter,No Holiday,Yes
11,1.9,49,1.8,-7.7,1,0,0,Winter,No Holiday,Yes
12,4.3,41,1.3,-7.8,1.09,0,0,Winter,No Holiday,Yes
13,6,36,1.8,-7.9,1.12,0,0,Winter,No Holiday,Yes
14,7.3,35,1.3,-7.1,0.99,0,0,Winter,No Holiday,Yes
15,7.6,41,2.3,-4.8,0.74,0,0,Winter,No Holiday,Yes
16,6.4,48,2.6,-3.8,0.22,0,0,Winter,No Holiday,Yes
17,6,51,2.5,-3.3,0.06,0,0,Winter,No Holiday,Yes
18,5.5,53,1.5,-3.3,0,0,0,Winter,No Holiday,Yes
19,5,52,2.3,-4,0,0,0,Winter,No Holiday,Yes
20,4.6,51,1.2,-4.6,0,0,0,Winter,No Holiday,Yes
21,4.1,55,1.2,-4.1,0,0,0,Winter,No Holiday,Yes
22,3.5,54,1.5,-4.9,0,0,0,Winter,No Holiday,Yes
23,4,56,1,-4,0,0,0,Winter,No Holiday,Yes
0,4,58,1.4,-3.5,0,0,0,Winter,No Holiday,Yes
1,3.9,69,1.7,-1.2,0,0,0,Winter,No Holiday,Yes
2,3.3,79,1.4,0,0,0,0,Winter,No Holiday,Yes
3,3.4,71,1.6,-1.3,0,0.5,0,Winter,No Holiday,Yes
4,3.5,73,1,-0.8,0,0,0,Winter,No Holiday,Yes
5,3.9,75,1.9,-0.1,0,0,0,Winter,No Holiday,Yes
6,3.4,86,2.5,1.2,0,1,0,Winter,No Holiday,Yes
7,3.1,91,1.2,1.7,0,0,0,Winter,No Holiday,Yes
8,3.2,92,1.8,2,0,0,0,Winter,No Holiday,Yes
9,3.5,91,1.8,2.1,0.02,2.5,0,Winter,No Holiday,Yes
10,4.4,89,2.2,2.7,0.24,0,0,Winter,No Holiday,Yes
11,5.1,87,1.4,3.1,0.25,0,0,Winter,No Holiday,Yes
12,5.8,85,1.7,3.4,0.43,0,0,Winter,No Holiday,Yes
13,6.8,81,1.9,3.7,0.6,0,0,Winter,No Holiday,Yes
14,7.6,76,1.2,3.6,0.69,0,0,Winter,No Holiday,Yes
15,8,73,1.6,3.4,0.53,0,0,Winter,No Holiday,Yes
16,7.6,77,1.6,3.8,0.2,0,0,Winter,No Holiday,Yes
17,6.7,82,1.5,3.8,0.05,0,0,Winter,No Holiday,Yes
18,6,84,1.9,3.4,0,0,0,Winter,No Holiday,Yes
19,5.7,85,1.7,3.3,0,0,0,Winter,No Holiday,Yes
20,5.2,87,1.4,3.2,0,0,0,Winter,No Holiday,Yes
21,4.7,87,1.2,2.7,0,0,0,Winter,No Holiday,Yes
22,4.3,89,1.8,2.6,0,0,0,Winter,No Holiday,Yes
23,3.9,90,1.3,2.4,0,0,0,Winter,No Holiday,Yes
0,4.2,88,0.6,2.3,0,0,0,Winter,No Holiday,Yes
1,4.3,87,0.5,2.3,0,0,0,Winter,No Holiday,Yes
2,4.4,87,1.8,2.4,0,0,0,Winter,No Holiday,Yes
3,3.6,85,2.3,1.3,0,0,0,Winter,No Holiday,Yes
4,2.8,89,1.5,1.1,0,0,0,Winter,No Holiday,Yes
5,2,83,2.7,-0.5,0,0,0,Winter,No Holiday,Yes
6,1.2,76,3.7,-2.5,0,0.1,0,Winter,No Holiday,Yes
7,0.2,68,3.4,-5,0,0,0,Winter,No Holiday,Yes
8,-0.8,69,3.5,-5.7,0.01,0,0,Winter,No Holiday,Yes
9,-1.5,47,4.2,-11.3,0.22,0,0,Winter,No Holiday,Yes
