0.043478260869565,0.215034965034965,0.387755102040816,0.108108108108108,1,0.224913494809689,0,0,0,Winter,No Holiday,Yes
0.086956521739131,0.206293706293706,0.397959183673469,0.135135135135135,1,0.22318339100346,0,0,0,Winter,No Holiday,Yes
0.130434782608696,0.202797202797203,0.408163265306122,0.121621621621622,1,0.224913494809689,0,0,0,Winter,No Holiday,Yes
0.173913043478261,0.206293706293706,0.36734693877551,0.310810810810811,1,0.207612456747405,0,0,0,Winter,No Holiday,Yes
0.217391304347826,0.199300699300699,0.377551020408163,0.202702702702703,1,0.205882352941177,0,0,0,Winter,No Holiday,Yes
0.260869565217391,0.195804195804196,0.357142857142857,0.175675675675676,1,0.19204152249135,0,0,0,Winter,No Holiday,Yes
0.304347826086957,0.181818181818182,0.387755102040816,0.121621621621622,1,0.195501730103806,0,0,0,Winter,No Holiday,Yes
0.347826086956522,0.178321678321678,0.377551020408163,0.148648648648649,1,0.186851211072664,0.002840909090909,0,0,Winter,No Holiday,Yes
0.391304347826087,0.197552447552448,0.275510204081633,0.067567567567568,0.963507349214394,0.141868512110727,0.065340909090909,0,0,Winter,No Holiday,Yes
0.434782608695652,0.25,0.244897959183673,0.162162162162162,0.997972630511911,0.162629757785467,0.184659090909091,0,0,Winter,No Holiday,Yes
0.478260869565217,0.302447552447552,0.214285714285714,0.175675675675676,0.967562088190573,0.179930795847751,0.267045454545454,0,0,Winter,No Holiday,Yes
0.521739130434783,0.340909090909091,0.23469387755102,0.189189189189189,1,0.231833910034602,0.315340909090909,0,0,Winter,No Holiday,Yes
0.565217391304348,0.353146853146853,0.255102040816327,0.216216216216216,1,0.259515570934256,0.329545454545454,0,0,Winter,No Holiday,Yes
0.608695652173913,0.363636363636364,0.26530612244898,0.27027027027027,1,0.27681660899654,0.286931818181818,0,0,Winter,No Holiday,Yes
0.652173913043478,0.347902097902098,0.36734693877551,0.432432432432432,1,0.332179930795848,0.153409090909091,0,0,Winter,No Holiday,Yes
0.695652173913043,0.332167832167832,0.551020408163265,0.567567567567568,0.388241256969083,0.408304498269896,0.068181818181818,0,0,Winter,No Holiday,Yes
0.739130434782609,0.325174825174825,0.591836734693878,0.216216216216216,1,0.416955017301038,0.022727272727273,0,0,Winter,No Holiday,Yes
0.782608695652174,0.321678321678322,0.673469387755102,0.189189189189189,1,0.442906574394464,0,0,0,Winter,No Holiday,Yes
0.826086956521739,0.311188811188811,0.785714285714286,0.22972972972973,1,0.468858131487889,0,0,0,Winter,No Holiday,Yes
0.869565217391304,0.305944055944056,0.806122448979592,0.202702702702703,0.95590471363406,0.468858131487889,0,0,0,Winter,No Holiday,Yes
0.91304347826087,0.297202797202797,0.826530612244898,0.108108108108108,0.84135833755702,0.467128027681661,0,0,0,Winter,No Holiday,Yes
0.956521739130435,0.295454545454545,0.846938775510204,0.202702702702703,0.685757729346173,0.470588235294118,0,0,0,Winter,No Holiday,Yes
